@relation train

@attribute SeriousDlqin2yrs {NO,YES}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
NO,0.153496,48,1,0.203737,6100,20,0,2,0,0
NO,0.016618,70,0,0.00387,2583,4,0,0,0,0
NO,0.004538,49,0,0.243551,5000,9,0,1,0,3
NO,0.491951,35,0,0.70348,5142,10,0,2,0,0
YES,1,37,1,0.193181,10000,1,3,1,2,0
NO,0.011055,44,0,0.241051,6508,13,0,2,0,3
NO,0.221218,48,1,0.269891,8621,5,0,2,0,2
YES,0.617026,26,0,0.160913,3417,5,0,0,0,0
NO,0.100051,46,0,0.243923,9625,7,0,1,0,3
NO,0.728471,26,0,0.147059,6051,4,0,0,0,1
NO,0.060922,66,0,0.014509,8201,16,0,0,0,1
NO,1.67581,33,1,0.237302,1200,2,0,0,1,2
NO,0.007453,77,0,1228,?,9,0,0,0,0
NO,0.054832,62,0,0.157864,8614,9,0,1,0,1
NO,0.462456,41,0,0.697372,4222,13,0,1,0,2
NO,0.204255,47,2,0.343413,12500,10,0,1,0,2
NO,0.162119,64,0,0.416801,4344,12,0,1,0,1
NO,0.101104,35,1,0.355553,7950,5,0,2,0,4
NO,0.095,42,0,0.433299,2900,9,0,0,0,2
NO,0.000352,40,0,0.122366,8400,10,0,0,0,2
NO,0.015521,49,0,0.237302,7500,6,0,1,0,2
YES,1.034578,34,0,0.402999,5200,7,0,2,1,3
NO,0.020108,58,0,0.286351,7633,7,0,2,0,3
NO,0.262571,43,0,0.326834,8000,10,0,1,0,1
NO,0.399647,55,0,0.170221,10550,8,0,1,0,0
NO,0.87933,34,0,0.332458,8000,9,0,2,0,2
NO,0.001263,78,0,0.000286,10500,11,0,0,0,0
YES,0.283061,53,0,1.040434,6083,17,0,4,0,1
NO,0.075517,44,1,0.299891,20133,10,0,4,0,3
NO,0.19426,68,0,0.410902,4090,12,0,2,0,1
NO,0.026205,40,0,0.181352,8000,12,0,2,0,2
NO,0,57,0,0,1600,1,1,0,0,0
NO,0.039299,79,0,0.121141,3400,4,0,1,0,0
NO,0,37,0,0.336733,5000,7,0,1,0,2
NO,0.151342,41,0,119,?,2,0,0,0,?
NO,0,41,0,0.203777,6300,3,0,1,0,0
NO,0.463188,52,0,0.483173,10904,19,0,2,0,1
NO,0.008127,64,0,0.246544,10200,10,0,1,0,0
NO,0,77,0,0,9476,5,0,0,0,0
NO,0.015657,79,0,0.190204,16250,12,0,3,0,1
NO,0.58421,50,0,0.190307,12668,10,0,2,1,0
NO,0,36,0,0.370419,7666,4,0,1,0,2
NO,0.028678,50,0,1351,?,9,0,1,0,4
YES,0.342803,31,0,0.31685,11667,30,0,0,0,0
NO,0.184932,50,1,0.065214,6240,9,0,0,0,3
NO,0.160061,41,1,0.37077,7416,8,1,1,0,1
NO,1,58,0,0.185643,2590,2,0,0,0,1
NO,0.033932,28,2,0.407216,1745,4,0,0,3,0
NO,0.790384,86,0,0.820897,8000,19,0,3,0,0
NO,1,28,0,0.087642,3616,1,0,0,0,1
NO,0.030249,50,0,0.198743,10817,5,0,1,0,2
YES,0.376782,31,0,0.152089,2800,5,0,1,0,2
NO,0.426352,56,0,0.289182,2800,8,0,2,0,0
NO,0.007802,32,2,0.384249,6500,8,0,2,0,0
NO,0.041122,51,0,0.012131,4533,4,0,0,0,0
NO,0.02659,58,0,892,?,5,0,1,0,0
NO,0.341647,76,0,0.271388,9771,10,0,1,0,0
NO,0.003454,79,0,0.151976,6250,7,0,1,0,0
NO,0.998288,62,1,0.002329,7298,1,0,0,0,4
NO,0.04464,62,0,3068,?,8,0,1,0,0
NO,0.004247,67,0,4,?,5,0,0,0,0
YES,1.061938,33,0,0.767247,5000,7,2,1,0,0
NO,0.646232,42,1,4438,?,13,0,2,0,2
YES,0.009319,79,1,0.002958,10141,11,1,0,0,0
NO,0.229684,64,0,0.50983,3000,13,0,1,0,0
NO,1,27,0,0.282559,1765,5,0,0,0,0
NO,0.040069,66,0,0.065658,3700,24,0,0,0,0
NO,0.072624,38,0,2039,?,4,0,1,0,0
NO,0.000767,66,0,0.629586,16000,12,0,2,0,1
NO,0.931766,71,0,0.461776,5506,6,0,0,2,0
NO,0.244637,64,0,3114,?,14,0,1,0,0
NO,0.084377,45,0,0.203402,8524,5,0,1,0,2
NO,0.115116,52,0,0.149792,10340,9,0,1,0,2
NO,0.088923,63,0,0.168046,3141,5,0,0,0,0
NO,0.11034,62,0,0.212638,2167,4,0,0,0,0
NO,0.110064,75,0,0.369236,9432,14,0,1,0,1
NO,1,62,0,0.015817,3666,1,0,0,2,0
NO,1,51,0,0.696113,5093,7,0,2,0,0
NO,0.03854,29,0,0.026348,4933,7,0,0,0,0
YES,0.522199,34,0,316,?,4,1,0,0,0
NO,0.063113,57,0,0.068586,5000,17,0,0,0,0
NO,0.116188,33,0,0.043739,4000,9,0,0,0,0
NO,0.01008,36,0,0.060581,5958,5,0,0,0,0
NO,0.396051,50,0,0.406503,12700,25,0,2,0,2
NO,1,86,0,0,?,0,0,0,0,?
YES,0.169393,67,2,1.802146,1490,13,0,2,0,0
NO,0,76,0,0.112477,6916,7,0,1,0,0
NO,1,49,0,0.000667,9000,1,0,0,0,3
NO,0.735147,56,0,0.023665,15000,3,0,0,0,0
NO,0.011823,69,0,331,?,6,0,0,0,2
NO,0.028605,49,0,0.227731,8632,8,0,1,0,3
NO,0.095145,56,0,0.192774,7500,2,0,1,0,1
NO,0.954499,31,0,0.235159,4800,10,0,0,0,2
NO,0.987513,43,1,12.78803,400,7,0,3,0,3
NO,0.921343,45,4,0.300259,18170,8,1,2,0,2
NO,0.964641,50,0,0.355345,12750,12,0,2,0,1
NO,0.027388,63,0,0.69485,1300,12,0,0,0,0
NO,0.046232,75,0,0.101313,532,2,0,0,0,0
NO,0.000069,47,0,0.32339,12000,6,0,2,0,3
YES,0.392782,48,0,0.019542,6600,5,0,0,2,0
NO,0.064725,37,0,0.798533,3816,6,0,1,0,1
NO,0,37,0,0.643669,2550,10,0,1,0,2
NO,0.051073,49,0,0.394502,2800,4,0,1,0,0
NO,0.029839,55,0,3516,?,9,0,2,0,0
YES,1,33,1,0.165913,4200,4,0,0,1,1
NO,0.019997,62,1,0.149745,4500,7,0,0,0,0
YES,1,64,1,190,?,0,8,0,0,0
NO,0.029685,63,0,0.72188,6000,16,0,4,0,0
NO,0.065197,62,0,0.248864,5500,8,0,4,0,0
NO,0.215817,72,1,2763,?,5,0,2,0,?
NO,0.151492,59,0,0.200518,7719,3,0,2,0,0
NO,0.14308,65,0,0.354503,3841,8,0,1,0,0
NO,0.018935,63,0,0.184902,4450,8,0,1,0,0
NO,0,49,1,0.180092,8900,6,0,1,0,3
NO,0.731428,57,0,0.28579,3750,7,0,0,0,0
NO,0.009331,80,0,0.041496,10000,9,0,1,0,1
YES,0.825794,40,2,0.955522,2000,9,0,0,0,2
NO,0.002059,63,0,0.145738,12000,7,0,1,0,0
NO,0.143964,68,0,0.163315,9000,13,0,1,0,0
NO,1,28,0,360,?,4,0,0,0,0
NO,0.040865,58,0,0.174213,2605,12,0,0,0,1
NO,0,66,0,5050,?,7,0,3,0,0
NO,0.269937,63,0,0.015853,10155,7,0,0,0,0
YES,1.005355,30,2,0.52388,2700,5,0,0,2,5
NO,0.281594,45,0,0.43716,16000,11,0,2,0,0
NO,0,40,0,2817,?,5,0,1,0,0
NO,0.256071,57,0,1.038997,4666,11,0,2,0,0
NO,1,59,4,0.38685,3132,5,1,1,0,0
NO,0.021327,58,0,3867,?,6,0,2,0,0
NO,0.160904,39,1,0.220696,8300,13,0,2,0,0
NO,0.330991,47,0,0.842658,6666,14,0,3,0,0
NO,0,34,0,0.062898,5500,2,0,0,0,0
NO,0.081569,72,0,0.168251,3155,7,0,1,0,0
NO,0.126562,80,0,0.456745,5166,11,0,2,0,0
NO,0,56,0,0.255727,5325,5,0,1,0,2
YES,0.815759,25,1,0.369279,1900,5,0,0,0,1
NO,0.005217,65,0,1010,?,5,0,0,0,1
NO,0.728694,29,0,0.025072,27600,5,0,0,0,0
NO,0.481609,48,0,0.754526,4142,12,0,2,0,1
NO,0.009201,35,0,0.291441,22000,19,0,4,0,2
NO,0.073671,54,0,3119,?,14,0,1,0,0
NO,0.659651,60,0,0.470515,13582,15,1,1,0,0
NO,0.961122,40,2,0.336224,7033,14,0,1,0,1
NO,0.516505,44,0,0.293565,10535,13,1,1,0,1
NO,0.088425,47,0,0.314485,11583,9,0,1,0,3
NO,0.041372,55,0,5170,?,6,0,2,0,0
NO,0.086211,60,0,0.205291,9600,8,0,2,0,0
NO,0.120994,64,0,0.310818,9770,5,0,1,0,0
NO,0.234707,51,0,0.670241,3356,16,0,2,0,0
NO,0.053948,65,0,0.296115,9600,20,0,2,0,1
YES,1,30,0,0.143697,3910,3,0,0,1,3
NO,0.001842,86,0,1,?,6,0,0,0,?
NO,0.222503,31,0,0.550544,4500,12,0,1,0,0
NO,0.980002,25,0,0.480289,1800,4,0,0,0,0
NO,0.006097,74,0,1202,?,5,0,1,0,?
NO,0.036911,51,0,0.224387,9750,8,0,2,0,0
NO,0.682237,37,0,3776,?,17,0,1,0,3
NO,0.670659,25,0,0.002666,3750,1,0,0,0,0
NO,0.088344,76,0,1445,?,12,0,1,0,0
NO,0.284029,42,0,1623,?,10,0,1,0,0
NO,0.584483,27,0,0.889137,3138,13,0,2,0,0
NO,0.006716,84,0,0.001143,10500,13,0,0,0,0
NO,0.053695,42,0,0.106091,5400,5,0,0,0,0
NO,0.896394,39,5,0.91623,4583,17,0,2,0,3
NO,0.04423,75,0,357,?,5,0,0,0,?
NO,0.114532,46,0,0.453509,3333,8,0,1,0,2
NO,1,45,0,0.269949,2355,4,0,0,0,3
NO,0.144149,61,0,140,?,3,0,0,0,0
NO,0.000952,54,0,0,?,3,0,0,0,?
NO,0.053999,63,0,0.455156,6700,9,0,3,0,1
NO,0.00348,55,0,0.204761,6846,8,0,1,0,0
NO,0.018575,85,0,1258,?,4,0,0,0,0
NO,0.852716,65,1,1840,?,3,2,1,0,0
NO,0.024953,44,0,1.009402,2658,8,0,2,0,1
YES,0.986555,42,0,1804,?,4,1,1,1,0
YES,0.801997,40,1,0.923483,5305,13,0,2,0,2
NO,0,80,0,2869,?,6,0,2,0,0
NO,0.253318,41,0,0.478531,6427,6,0,2,0,4
NO,0.512505,47,0,0.710429,5666,9,0,2,0,3
NO,0.010227,49,0,3516,?,11,0,2,0,3
NO,0.062016,51,0,0.157584,10000,11,0,1,0,1
NO,0.297063,58,0,0.22276,5166,9,0,1,0,2
NO,0.17613,78,0,0.120148,6749,5,0,0,0,0
NO,0,68,0,6840,?,10,0,3,0,0
NO,0.30343,46,0,0.390115,4349,11,0,2,0,0
NO,0.955974,70,0,0.56692,8173,8,0,2,0,1
NO,0.137448,63,0,109,?,5,0,0,0,0
NO,0.096533,52,1,0.230354,6667,9,0,1,0,3
NO,0.030292,46,0,0.354758,5600,11,0,1,0,1
NO,0.098804,57,0,0.271988,2580,4,0,1,0,0
NO,0.156721,46,0,0.135182,7500,17,0,0,0,1
NO,0.045795,56,2,0.504193,9420,6,1,1,2,0
NO,1,90,0,0,3689,1,1,0,0,1
NO,0,71,0,774,?,2,0,0,0,0
YES,1,29,0,0,2100,0,2,0,0,2
NO,0.004702,82,0,835,?,3,0,1,0,0
NO,0.323184,65,0,0.112487,12916,15,0,1,0,1
NO,0.0012,72,0,0,4000,2,0,0,0,0
NO,0.505346,49,0,0.428906,5984,9,0,2,0,1
NO,0.006604,45,0,0.258353,3800,10,0,1,0,2
NO,0.295434,58,0,0.57059,7833,20,0,3,0,2
NO,0.026395,37,0,0.526121,5416,13,0,2,0,0
NO,0.172596,24,0,0.956268,2400,13,0,2,0,0
NO,0.122057,40,0,0.208865,14099,10,0,2,0,0
NO,0.02193,68,0,9,?,3,0,0,0,0
NO,0.022646,47,0,0.231442,4000,6,0,0,0,4
NO,0.790877,42,2,0.600343,7000,12,0,1,0,0
YES,0.579733,32,1,2136,?,10,0,2,0,0
NO,1.037481,71,0,0.336078,3400,9,0,1,0,0
NO,0.652014,51,0,0.538205,4200,12,0,2,0,4
NO,0.435666,32,1,0.475757,4062,10,0,1,0,1
NO,0.138023,53,0,0.343406,9000,12,0,2,0,4
NO,0.860876,44,0,617,?,3,0,0,0,0
NO,0.053092,47,0,1807,0,7,0,1,0,0
NO,0.083728,63,0,2505,?,15,0,2,0,1
NO,0.011223,42,0,0.081639,3000,4,0,0,0,0
NO,0.063321,38,0,0.164967,3333,10,2,0,0,0
NO,0,83,0,0.0012,2500,2,0,0,0,0
NO,0.834607,31,0,0.320418,4980,7,0,0,0,0
NO,1.036198,69,0,0.410952,1953,7,0,0,0,1
NO,0.542057,28,0,0.239656,3600,3,0,0,0,1
NO,0.343938,64,0,0.428791,3896,11,0,1,0,0
NO,0.01064,56,0,0.240352,5000,14,0,1,0,1
NO,0.160184,62,0,0.356767,3228,4,0,1,0,0
NO,0,72,0,1618,?,4,0,1,0,0
NO,0.071074,57,0,0.190056,4987,12,0,1,0,1
NO,0,53,0,0,2600,4,0,0,0,0
NO,0.567262,51,0,0.0096,20000,3,0,0,0,0
NO,0.488594,27,0,0.325163,5833,9,0,2,0,2
YES,1,51,0,0.145141,4815,2,0,0,0,0
NO,0.429459,57,0,0.760049,4900,6,0,1,0,0
NO,0.359827,59,0,1539,?,6,0,1,0,?
NO,0,40,3,0.470386,17440,8,0,5,0,2
NO,0.494729,35,0,0.078352,14000,4,0,0,0,0
NO,0.031368,62,0,0.473579,13000,14,0,2,0,1
NO,0.021119,75,0,1379,?,12,0,0,0,0
NO,0,40,0,2549,?,3,0,1,0,0
NO,0.041083,43,0,3140,?,10,0,2,0,0
NO,0.004107,75,0,0.101959,2500,6,0,0,0,0
NO,0.021333,61,0,0.43814,4000,6,0,1,0,0
NO,0.354754,67,0,1815,?,9,0,1,0,0
NO,0.326253,48,0,0.426861,1920,9,0,0,0,2
NO,0.096193,56,0,0.329266,6228,9,0,2,0,1
NO,0.046724,82,0,0.105398,3500,5,0,0,0,0
NO,0.97167,28,2,0.268218,5200,7,0,0,0,1
NO,0.04495,66,0,3472,0,5,0,1,0,0
NO,0.263151,58,1,1202,?,5,0,1,1,0
NO,0.000675,74,0,0,2300,19,0,0,0,0
NO,1.058169,44,5,0.305503,10994,10,1,1,0,2
NO,0.014233,61,0,0.002305,4337,3,0,0,0,3
NO,0,26,0,0.18052,3500,6,0,0,0,0
NO,0,53,0,0.170863,1667,8,0,0,0,0
NO,1,37,2,2568,?,5,0,2,1,0
NO,0.041724,49,0,0.084713,12500,2,0,1,0,1
NO,0.315836,40,0,0.345158,7300,15,0,2,0,2
NO,0.002216,44,0,0.181853,2600,8,0,0,0,0
NO,0.036566,69,0,92,?,4,0,0,0,?
NO,0.172611,45,0,0.419944,7500,7,0,2,1,1
NO,1,48,1,0.889259,1200,5,0,0,1,3
NO,0.028692,70,0,0.026437,3895,8,0,0,0,0
NO,0.65027,59,0,0.805942,4745,13,0,2,0,0
NO,0.008966,74,0,0.178103,4036,18,0,1,0,1
NO,0.090878,63,0,0.384783,7333,18,0,1,0,0
NO,0,38,0,0.055273,10800,6,0,0,0,0
NO,0.000307,93,0,0.150462,4000,11,0,1,0,0
NO,0.032666,31,0,3071,?,6,0,3,0,?
YES,0.37951,38,2,0.228652,2833,10,0,0,0,0
NO,0.04072,66,0,0.694917,12235,17,0,6,0,0
NO,0.104345,43,0,0.413635,5250,6,0,2,0,0
NO,0.153464,41,0,0.329959,8000,9,0,1,0,2
NO,0,57,0,0,5000,3,0,0,0,0
NO,0.268494,64,0,0.195851,8000,9,0,1,0,2
NO,0.132733,47,0,0.117351,4166,17,0,1,0,0
NO,0.010949,64,0,0.198649,3553,9,0,1,0,0
NO,0.046559,49,0,0.144665,6400,7,0,0,0,2
NO,0,41,0,0,4170,3,0,0,0,0
NO,0.052482,37,0,0.186891,6666,6,0,2,0,0
NO,0.943811,45,0,0.702574,4000,9,0,2,0,0
NO,0.307787,45,0,2580,?,10,0,2,0,2
NO,0.101465,65,0,0.184731,4400,5,0,0,0,2
NO,0.026912,56,1,0.58126,4300,12,0,1,0,2
NO,0.430599,56,0,0.729477,2350,9,0,1,3,0
NO,0.040307,67,0,0.038301,1200,7,0,0,0,0
YES,0.967919,39,1,4373,?,13,0,2,2,0
NO,0,59,0,0.130236,2625,3,0,0,0,0
NO,0.010712,87,0,10,?,8,0,0,0,?
NO,0.507608,28,0,0.21133,3600,13,0,0,1,0
NO,0.012079,62,0,40,?,4,0,0,0,0
NO,0.071965,29,0,0.373524,10416,8,0,2,0,0
NO,0.196935,65,0,0.784347,3500,12,0,4,0,0
NO,0.013425,66,0,0.487561,4300,20,0,2,0,0
NO,0.002539,79,0,838,?,8,0,2,0,0
NO,0.481832,59,1,1388,?,8,1,1,0,0
NO,0.606124,52,2,0.550985,3500,15,0,1,0,0
NO,0.386241,57,0,0.084184,10583,14,0,0,0,2
YES,1,43,0,338,?,0,0,0,0,0
NO,1.069276,57,0,0.135081,4500,4,0,0,0,3
NO,0.06672,60,0,0.416623,9600,13,0,2,0,1
NO,0.058653,77,0,96,?,2,0,0,0,0
NO,0.025081,55,0,0.009666,9000,10,0,0,0,3
NO,0.07124,76,0,551,?,9,0,0,0,0
NO,0.015161,47,0,0.234221,4166,4,0,1,0,0
NO,0.002055,40,0,845,?,4,0,1,0,0
NO,0.028799,68,0,0.223992,2950,3,0,1,0,1
NO,0.288453,63,0,0.488197,9700,15,0,3,0,1
NO,0.301215,62,1,0.550064,7000,17,0,2,0,0
NO,0.199988,42,0,0.974555,2750,7,0,1,0,1
NO,0,42,0,0.060382,7700,6,0,0,0,4
NO,0.368714,39,0,0.431472,8915,10,0,2,0,2
NO,0.276159,55,0,16270,?,20,0,11,0,0
YES,0.521339,57,1,0.672662,1389,7,1,0,0,0
NO,0.009871,60,0,0.313201,4900,11,0,1,0,0
NO,0.009454,57,0,0.188218,7400,6,0,2,0,1
NO,1,68,0,0.391922,5000,2,0,1,0,0
NO,0.573078,71,0,1193,?,9,0,0,0,0
YES,1,40,0,0.027554,4100,3,8,0,0,3
NO,0.386976,45,0,4095,?,17,0,2,0,2
NO,0.546461,39,0,0.651814,3500,10,0,1,0,0
YES,0.19426,46,0,0.624339,7000,8,0,4,0,1
YES,0.473106,28,0,0.196664,3416,17,0,0,0,0
NO,0.31594,68,0,1340,?,6,0,2,0,0
NO,0.975251,49,1,0.235379,13917,10,0,2,0,3
NO,1,75,1,0.134078,3400,1,0,1,0,1
NO,0.781892,27,0,0.23318,3700,9,0,0,0,0
NO,0.030714,47,2,0.603406,23484,19,0,9,0,2
NO,0.003144,76,0,0.385169,4166,9,0,1,0,0
NO,0.012544,74,0,0.00914,3500,7,0,0,0,0
NO,0.995501,34,1,0.40294,4625,3,1,1,1,0
NO,0.117516,55,0,0.113954,2500,16,0,0,0,0
NO,0.416858,32,0,0.321083,6720,11,0,2,0,2
NO,0.274414,70,0,0.027711,11258,4,0,0,0,0
NO,0.689027,42,0,0.14876,13383,10,1,0,0,4
NO,0.888322,33,0,1019,?,4,0,0,0,2
NO,0.54818,55,0,0.36981,4166,8,0,1,0,1
NO,0.273803,59,0,4504,?,7,0,2,0,0
NO,0.091785,37,0,2752,0,7,0,2,0,3
NO,1,42,0,0.22371,10383,2,0,1,0,0
NO,0.05097,38,0,0.222394,10350,4,0,2,0,2
NO,0.01048,73,0,0.003965,5800,7,0,0,0,1
NO,0.364598,42,0,0.593899,6916,7,0,3,0,0
NO,0.425534,30,0,11.258706,200,6,0,2,0,0
NO,0.002838,52,0,3160,?,14,0,2,0,4
NO,0.019928,45,0,1331,?,6,0,1,0,2
NO,0.219091,62,1,0.221143,13800,37,0,2,0,0
NO,0.235651,47,0,1.390812,2916,7,0,3,0,1
NO,0,55,0,173,?,5,0,0,0,0
NO,0.387594,43,0,0.378579,3911,11,0,1,0,0
NO,0.263251,53,0,828,?,7,0,0,0,0
NO,0.024142,30,0,0.319342,1762,7,0,0,0,0
NO,0.033549,56,0,2830,?,16,0,1,0,?
NO,0,46,0,0.168208,4000,6,0,0,0,0
NO,0.140321,58,1,0.141049,3239,7,0,0,0,0
YES,1.48728,33,1,548,?,4,2,0,0,0
NO,0.36047,45,2,0.639497,2784,16,0,2,0,2
YES,1.15942,36,0,0.013664,6000,1,2,0,0,1
NO,0.479594,49,0,0.194161,5000,7,0,0,0,1
NO,0.019133,41,1,1385,?,13,0,2,0,3
NO,0.51462,63,0,0.211334,14592,10,0,1,0,0
NO,0.121596,66,0,0.168601,7840,6,0,0,0,0
NO,0.061539,78,0,34,?,2,0,0,0,?
NO,0.062645,64,1,889,?,9,0,1,0,?
NO,0.00079,59,0,0.083111,5257,4,0,1,0,1
NO,0.010888,45,0,0.270671,15250,11,0,2,0,1
NO,0.491104,47,2,4029,?,20,1,2,1,0
NO,0.094837,37,0,0.294456,8333,6,0,2,0,0
NO,1,57,3,0.20359,4233,2,0,0,0,0
NO,0.034624,78,0,341,?,6,0,2,0,1
NO,0.100061,62,0,0.059538,4114,4,0,0,0,0
NO,0.110156,46,0,0.356344,7416,7,0,1,0,1
YES,0.117926,52,0,0.248417,9000,14,0,2,0,3
NO,0.719356,36,0,0.7507,7500,18,0,2,0,0
NO,0.049334,64,0,192,?,4,0,1,0,0
NO,1,63,1,0.59889,8650,5,0,1,0,2
NO,0.009019,46,0,2452,?,7,0,1,0,1
NO,1,37,0,0.219102,4166,5,0,0,0,2
NO,0.88172,34,0,0.168386,4750,4,0,0,0,3
NO,1,37,0,0.008565,1400,0,1,0,0,1
NO,0.504037,47,0,0.375403,9000,12,0,2,0,1
NO,0.628983,43,0,0.051736,2995,6,0,0,0,1
NO,0,32,2,0.131433,2700,5,0,0,0,0
NO,0.950828,51,1,3413,?,4,0,1,0,1
NO,1,61,0,0,?,0,0,0,0,?
NO,0.052683,57,0,3340,?,7,0,1,0,3
NO,0.00873,52,0,674,?,8,0,1,0,0
YES,0.867237,38,2,0.162799,5300,8,0,0,0,0
NO,0.001206,41,0,0.717512,2700,16,0,2,0,0
NO,0.001963,42,0,0.079941,1350,7,0,0,0,0
NO,0.006444,66,0,0.160494,1700,9,0,0,0,0
NO,0.036846,57,0,0.557269,3500,15,0,2,0,0
NO,0.067029,31,0,0.027126,5750,5,0,0,0,0
NO,0.164754,49,0,0.310669,10000,17,0,3,0,4
NO,0.075772,76,0,0.264353,5416,11,0,0,0,0
NO,0,67,1,0.523438,9727,14,0,3,0,0
NO,0.757939,50,0,3224,?,12,0,1,0,0
YES,1.232558,30,0,0.020903,3300,1,0,0,0,2
NO,0.021798,47,0,0.36861,6122,6,0,1,0,0
NO,0.469273,45,0,0.122928,9289,7,0,0,0,2
NO,0.007995,66,0,0.133771,7609,18,0,1,0,1
NO,0.062437,59,0,0.450431,2783,7,0,0,0,0
NO,0.073163,63,1,0.564887,5000,14,0,1,0,0
NO,0.013102,41,1,0.343731,5000,11,0,1,0,0
NO,0.028987,58,0,0.00722,3600,7,0,0,0,2
NO,0.006865,70,0,0.29874,3333,11,0,1,0,0
NO,0.457669,26,1,0.028648,1500,3,0,0,0,0
NO,0.096871,64,0,2761,?,6,1,1,0,0
NO,0.342011,43,0,0.509674,10439,9,0,1,0,1
NO,0.101195,36,0,0.204744,2402,4,0,0,0,0
NO,1,29,1,429,?,1,3,0,0,0
NO,0.111621,44,0,0.177647,4750,11,0,0,0,0
NO,0.088261,74,0,208,?,7,0,1,0,0
YES,0.996917,34,0,0.207035,18421,15,0,1,0,4
NO,0.280883,74,0,0.646755,1740,14,0,0,0,0
NO,0.161828,29,0,0.383653,2556,8,0,2,0,0
YES,0.962076,26,0,0.183866,4350,3,1,0,0,0
NO,0,48,0,33,?,6,0,0,0,?
NO,0.751629,65,0,0.416778,3754,11,0,2,0,0
NO,0.006492,74,0,0.512906,1200,11,0,1,0,0
NO,0.043523,67,0,2361,?,5,0,1,0,1
NO,0.006891,78,0,0.260435,4000,7,0,1,0,0
NO,0.211765,61,0,0.268756,3891,7,0,2,0,0
NO,0,37,0,0.363007,5200,6,0,1,0,3
YES,0.91269,61,1,2004,?,12,1,1,0,?
YES,0.61393,58,0,0.271361,6518,8,0,1,0,0
NO,0.459674,66,2,1948,?,13,0,1,0,?
NO,0.044476,49,0,0.310345,13600,12,0,2,0,3
NO,0.612952,62,0,1.628748,2100,7,0,1,0,0
NO,0.034764,64,0,0.219712,10886,22,0,1,0,0
NO,0.035901,57,0,658,?,7,0,1,0,0
NO,0.044709,53,0,0.293346,3200,6,0,1,0,0
NO,0.620685,67,0,0.358822,5400,14,0,1,0,0
NO,0.167175,51,0,0.242464,6800,7,0,1,0,1
NO,0.00019,49,0,0.242539,6600,8,0,1,0,0
NO,0.218445,39,0,0.489689,8000,10,0,1,0,0
YES,0.469312,61,0,3703,?,12,4,1,0,3
NO,0.050123,42,1,0.2734,8920,7,0,1,0,2
YES,0.915315,44,0,0.350548,3833,20,0,0,0,0
NO,0.594401,29,0,0.171961,2360,6,0,0,0,0
NO,1,58,2,0.303658,5166,2,0,1,0,0
YES,1,53,0,943,?,0,5,0,0,0
NO,0.025462,53,0,0.274997,9410,15,0,2,0,2
YES,2.198801,51,1,0.094492,12000,5,7,0,0,0
NO,1,37,0,0.07816,6716,1,0,0,0,2
NO,0.140674,52,0,0.293582,12200,14,0,1,0,1
NO,0.018277,66,0,3988,?,2,0,1,0,0
NO,0.180125,45,1,0.348133,20000,13,0,2,0,2
NO,0.962019,35,2,0.641557,2800,11,0,1,0,0
NO,0.002474,73,0,587,?,11,0,0,0,0
NO,0.767921,43,0,0.197248,6250,6,0,0,0,1
NO,0.632612,59,4,8230,?,16,0,4,0,0
NO,0.198192,61,0,0.348287,5750,19,0,2,0,0
NO,0.418171,38,0,0.504086,5750,10,0,2,0,3
NO,0.059118,65,0,0.336028,14718,13,0,3,0,0
NO,0.580374,56,0,0.177358,12454,7,0,2,0,1
NO,0.125835,76,0,0.007399,10000,10,0,0,0,0
NO,0.479765,30,0,0.155601,3900,9,0,0,0,0
YES,0.969049,38,0,0.553968,5669,8,0,2,0,2
NO,0.037984,64,0,0.067989,6000,9,0,0,0,0
NO,0.970868,29,0,0.399294,3400,5,0,0,0,0
NO,0.000016,80,0,0.716395,2640,14,0,1,0,0
NO,0.198131,40,0,0.126887,10000,5,0,0,0,1
NO,0,31,0,835,0,3,0,1,0,3
YES,0.546309,36,0,1.178398,7600,12,0,4,0,0
NO,0.050583,58,0,0.344485,4333,8,0,1,0,0
NO,0.132438,62,0,0.403877,2527,12,0,0,0,0
NO,0.076771,45,0,0.298277,7891,6,0,1,0,2
NO,0.291375,29,0,0.170611,4225,8,0,0,0,1
NO,0.946978,34,0,0.335438,9500,12,0,2,0,2
NO,0.306382,41,0,0.735767,2300,9,0,2,0,1
NO,0.224781,37,1,1.083024,2420,11,0,1,1,2
NO,0.261424,48,0,2201,?,13,0,1,0,2
NO,0.087357,61,0,0.238294,6000,9,0,1,0,1
NO,0.026998,52,0,0.992002,5000,9,0,3,0,0
NO,0.174599,61,0,0.361912,9750,17,0,2,0,2
NO,0.01451,45,0,0.865016,4644,8,0,2,0,1
NO,0.094206,49,2,0.24686,28100,23,0,1,0,2
NO,1,26,0,1.620952,2500,9,0,3,0,0
NO,0.015235,64,0,5949,?,11,0,2,0,0
NO,0.016382,51,0,0.339749,3584,7,0,2,0,0
